@relation abalone9_18

@attribute Length numeric
@attribute Diameter numeric
@attribute Height numeric
@attribute Whole_weight numeric
@attribute Shucked_weight numeric
@attribute Viscera_weight numeric
@attribute Shell_weight numeric
@attribute Class {1,0}

@data
0.260416667,0.278481013,0.084070796,0.12022673,0.118387909,0.098984772,0.09025788,0
0.208333333,0.17721519,0.079646018,0.052505967,0.023299748,0.069796954,0.051575931,0
0.208333333,0.17721519,0.075221239,0.072195704,0.047229219,0.100253807,0.060888252,0
0.479166667,0.455696203,0.123893805,0.263126492,0.212216625,0.277918782,0.20487106,0
0.270833333,0.202531646,0.101769912,0.112470167,0.083123426,0.175126904,0.083094556,0
0.40625,0.392405063,0.115044248,0.278639618,0.268891688,0.322335025,0.16260745,0
0.46875,0.430379747,0.119469027,0.333830549,0.331234257,0.252538071,0.212034384,0
0.489583333,0.481012658,0.110619469,0.315632458,0.346347607,0.209390863,0.215616046,0
0.5625,0.506329114,0.115044248,0.407816229,0.385390428,0.327411168,0.283667622,0
0.614583333,0.594936709,0.110619469,0.502983294,0.468513854,0.409898477,0.366762178,0
0.708333333,0.721518987,0.14159292,0.673926014,0.618387909,0.717005076,0.419770774,0
0.802083333,0.797468354,0.146017699,0.838902148,0.916876574,0.808375635,0.421203438,0
0.125,0.088607595,0.061946903,0.038186158,0.027078086,0.043147208,0.018624642,0
0.375,0.329113924,0.10619469,0.190632458,0.188916877,0.120558376,0.122492837,0
0.40625,0.405063291,0.092920354,0.2174821,0.208438287,0.20177665,0.152578797,0
0.447916667,0.430379747,0.10619469,0.317422434,0.372166247,0.346446701,0.161891117,0
0.447916667,0.430379747,0.10619469,0.299522673,0.325566751,0.199238579,0.170487106,0
0.46875,0.417721519,0.088495575,0.214200477,0.20465995,0.217005076,0.126074499,0
0.489583333,0.481012658,0.110619469,0.339498807,0.363350126,0.280456853,0.204154728,0
0.520833333,0.493670886,0.132743363,0.36097852,0.416246851,0.29822335,0.184813754,0
0.520833333,0.405063291,0.110619469,0.310859189,0.275188917,0.271573604,0.226361032,0
0.53125,0.493670886,0.119469027,0.411097852,0.455919395,0.335025381,0.233524355,0
0.53125,0.544303797,0.128318584,0.427207637,0.447103275,0.426395939,0.241404011,0
0.541666667,0.594936709,0.123893805,0.449880668,0.422544081,0.473350254,0.290830946,0
0.5625,0.556962025,0.123893805,0.38424821,0.397984887,0.404822335,0.212034384,0
0.572916667,0.582278481,0.132743363,0.459128878,0.373425693,0.554568528,0.250716332,0
0.583333333,0.518987342,0.119469027,0.442422434,0.455919395,0.46319797,0.255014327,0
0.583333333,0.594936709,0.123893805,0.37977327,0.319899244,0.370558376,0.270057307,0
0.583333333,0.607594937,0.123893805,0.473747017,0.430730479,0.546954315,0.275787966,0
0.645833333,0.518987342,0.115044248,0.368436754,0.347607053,0.388324873,0.219197708,0
0.65625,0.658227848,0.132743363,0.612768496,0.640428212,0.612944162,0.348137536,0
0.65625,0.632911392,0.123893805,0.586813842,0.623425693,0.52284264,0.305157593,0
0.677083333,0.670886076,0.159292035,0.579653938,0.476070529,0.624365482,0.356733524,0
0.677083333,0.64556962,0.128318584,0.630668258,0.66372796,0.524111675,0.376790831,0
0.697916667,0.696202532,0.14159292,0.671837709,0.563602015,0.581218274,0.404011461,0
0.697916667,0.658227848,0.128318584,0.586515513,0.609571788,0.586294416,0.319484241,0
0.75,0.721518987,0.14159292,0.699582339,0.697103275,0.624365482,0.434097421,0
0.78125,0.734177215,0.137168142,0.714797136,0.762594458,0.663705584,0.405444126,0
0.78125,0.721518987,0.132743363,0.655429594,0.613350126,0.595177665,0.4247851,0
0.8125,0.82278481,0.154867257,0.883651551,0.853274559,0.868020305,0.534383954,0
0.8125,0.784810127,0.146017699,0.806980907,0.821788413,0.747461929,0.44269341,0
0.90625,0.835443038,0.154867257,0.966885442,1,0.884517766,0.541547278,0
0.395833333,0.35443038,0.097345133,0.197494033,0.210327456,0.203045685,0.11747851,0
0.40625,0.430379747,0.110619469,0.227923628,0.229219144,0.215736041,0.149713467,0
0.46875,0.46835443,0.110619469,0.324880668,0.38790932,0.241116751,0.199856734,0
0.510416667,0.46835443,0.110619469,0.261933174,0.273299748,0.253807107,0.153295129,0
0.53125,0.46835443,0.101769912,0.259844869,0.231108312,0.253807107,0.199140401,0
0.541666667,0.481012658,0.110619469,0.317124105,0.360201511,0.28680203,0.176217765,0
0.552083333,0.46835443,0.119469027,0.274164678,0.249370277,0.303299492,0.186246418,0
0.552083333,0.46835443,0.110619469,0.283114558,0.323047859,0.294416244,0.200573066,0
0.5625,0.506329114,0.10619469,0.3150358,0.334382872,0.319796954,0.16260745,0
0.572916667,0.518987342,0.110619469,0.320405728,0.311712846,0.288071066,0.233524355,0
0.614583333,0.556962025,0.119469027,0.438245823,0.498110831,0.436548223,0.212034384,0
0.614583333,0.594936709,0.132743363,0.453460621,0.457808564,0.460659898,0.280802292,0
0.635416667,0.632911392,0.14159292,0.487171838,0.48929471,0.517766497,0.278653295,0
0.635416667,0.620253165,0.137168142,0.334427208,0.383501259,0.413705584,0.312320917,0
0.635416667,0.556962025,0.128318584,0.460620525,0.501889169,0.444162437,0.255014327,0
0.65625,0.620253165,0.132743363,0.40274463,0.391687657,0.371827411,0.282234957,0
0.677083333,0.658227848,0.132743363,0.616945107,0.560453401,0.512690355,0.340974212,0
0.677083333,0.64556962,0.128318584,0.550417661,0.649244332,0.467005076,0.290114613,0
0.697916667,0.696202532,0.132743363,0.54624105,0.566120907,0.554568528,0.305157593,0
0.71875,0.658227848,0.150442478,0.663186158,0.836901763,0.573604061,0.305157593,0
0.71875,0.683544304,0.132743363,0.610083532,0.647355164,0.63071066,0.319484241,0
0.739583333,0.734177215,0.14159292,0.557577566,0.629722922,0.503807107,0.30730659,0
0.760416667,0.696202532,0.119469027,0.560560859,0.629722922,0.474619289,0.315902579,0
0.760416667,0.64556962,0.17699115,0.464200477,0.5,0.352791878,0.305873926,0
0.760416667,0.721518987,0.14159292,0.616050119,0.670025189,0.586294416,0.363896848,0
0.770833333,0.721518987,0.163716814,0.672136038,0.699622166,0.70177665,0.371060172,0
0.854166667,0.835443038,0.14159292,0.765513126,0.752518892,0.673857868,0.448424069,0
0.96875,0.936708861,0.128318584,0.660501193,0.830604534,0.459390863,0.345988539,0
0.197916667,0.151898734,0.079646018,0.058770883,0.068010076,0.043147208,0.036532951,0
0.25,0.215189873,0.07079646,0.073090692,0.064231738,0.087563452,0.054441261,0
0.260416667,0.189873418,0.07079646,0.077863962,0.069269521,0.072335025,0.061604585,0
0.270833333,0.215189873,0.075221239,0.082040573,0.082493703,0.062182741,0.05730659,0
0.291666667,0.278481013,0.092920354,0.121718377,0.103274559,0.116751269,0.096704871,0
0.291666667,0.253164557,0.084070796,0.114856802,0.105163728,0.124365482,0.083094556,0
0.364583333,0.367088608,0,0.207637232,0.220403023,0.184010152,0.126074499,0
0.364583333,0.303797468,0.084070796,0.177804296,0.180730479,0.168781726,0.111031519,0
0.416666667,0.379746835,0.092920354,0.191229117,0.166876574,0.157360406,0.141833811,0
0.416666667,0.430379747,0.101769912,0.209128878,0.192065491,0.239847716,0.139684814,0
0.416666667,0.341772152,0.088495575,0.174224344,0.411209068,0.162436548,0.118911175,0
0.427083333,0.430379747,0.110619469,0.237768496,0.2197733,0.230964467,0.163323782,0
0.447916667,0.430379747,0.088495575,0.197494033,0.180730479,0.182741117,0.154727794,0
0.447916667,0.405063291,0.159292035,0.238663484,0.219143577,0.232233503,0.176934097,0
0.447916667,0.405063291,0.10619469,0.186754177,0.170654912,0.19035533,0.126074499,0
0.458333333,0.405063291,0.088495575,0.252684964,0.279596977,0.196700508,0.161891117,0
0.458333333,0.46835443,0.10619469,0.215393795,0.185138539,0.19035533,0.176934097,0
0.458333333,0.417721519,0.097345133,0.245823389,0.226070529,0.244923858,0.176217765,0
0.46875,0.405063291,0.101769912,0.234188544,0.220403023,0.25,0.150429799,0
0.46875,0.430379747,0.088495575,0.227326969,0.238035264,0.177664975,0.154727794,0
0.5,0.405063291,0.10619469,0.248508353,0.229848866,0.230964467,0.175501433,0
0.5,0.506329114,0.10619469,0.28221957,0.242443325,0.314720812,0.200573066,0
0.520833333,0.53164557,0.115044248,0.311157518,0.340050378,0.244923858,0.219197708,0
0.520833333,0.506329114,0.092920354,0.281026253,0.272670025,0.22715736,0.206303725,0
0.583333333,0.556962025,0.132743363,0.29624105,0.413098237,0.308375635,0.283667622,0
0.604166667,0.607594937,0.119469027,0.412589499,0.42884131,0.341370558,0.286532951,0
0.604166667,0.53164557,0.119469027,0.306980907,0.300377834,0.266497462,0.226361032,0
0.645833333,0.64556962,0.128318584,0.459128878,0.491183879,0.393401015,0.283667622,0
0.645833333,0.632911392,0.132743363,0.427207637,0.41813602,0.432741117,0.275071633,0
0.677083333,0.632911392,0.132743363,0.464200477,0.464105793,0.361675127,0.323782235,0
0.6875,0.64556962,0.159292035,0.429295943,0.383501259,0.436548223,0.300859599,0
0.3125,0.291139241,0.084070796,0.156622912,0.185138539,0.128172589,0.083810888,0
0.385416667,0.316455696,0.10619469,0.224642005,0.267002519,0.199238579,0.108166189,0
0.427083333,0.405063291,0.097345133,0.212410501,0.20906801,0.209390863,0.140401146,0
0.458333333,0.443037975,0.110619469,0.339498807,0.397355164,0.310913706,0.164756447,0
0.479166667,0.493670886,0.075221239,0.336217184,0.331234257,0.22715736,0.244985673,0
0.541666667,0.506329114,0.110619469,0.284009547,0.299748111,0.209390863,0.20487106,0
0.552083333,0.518987342,0.110619469,0.285799523,0.2802267,0.318527919,0.1747851,0
0.5625,0.518987342,0.123893805,0.382159905,0.424433249,0.333756345,0.209885387,0
0.572916667,0.518987342,0.110619469,0.404236277,0.461586902,0.348984772,0.212034384,0
0.635416667,0.594936709,0.132743363,0.474045346,0.530856423,0.374365482,0.276504298,0
0.65625,0.632911392,0.132743363,0.54146778,0.595088161,0.491116751,0.318051576,0
0.666666667,0.670886076,0.146017699,0.498508353,0.464735516,0.591370558,0.303008596,0
0.6875,0.658227848,0.132743363,0.492840095,0.476070529,0.549492386,0.295845272,0
0.697916667,0.620253165,0.132743363,0.472852029,0.447732997,0.51142132,0.312320917,0
0.697916667,0.670886076,0.128318584,0.543257757,0.530856423,0.525380711,0.35530086,0
0.71875,0.658227848,0.137168142,0.516109785,0.510075567,0.494923858,0.319484241,0
0.75,0.708860759,0.115044248,0.454952267,0.404911839,0.45177665,0.320916905,0
0.760416667,0.607594937,0.137168142,0.556085919,0.561083123,0.564720812,0.35530086,0
0.791666667,0.797468354,0.163716814,0.732696897,0.645465995,0.77284264,0.501432665,0
0.822916667,0.734177215,0.123893805,0.653341289,0.558564232,0.583756345,0.269340974,0
0.21875,0.189873418,0.084070796,0.071599045,0.052267003,0.10786802,0.048710602,0
0.270833333,0.240506329,0.079646018,0.093377088,0.08627204,0.093908629,0.070200573,0
0.270833333,0.265822785,0.079646018,0.136038186,0.152392947,0.10786802,0.080945559,0
0.322916667,0.265822785,0.079646018,0.133651551,0.12279597,0.145939086,0.098137536,0
0.354166667,0.329113924,0.097345133,0.141408115,0.130352645,0.087563452,0.09025788,0
0.40625,0.367088608,0.084070796,0.145883055,0.134760705,0.128172589,0.111747851,0
0.447916667,0.405063291,0.110619469,0.25,0.224811083,0.215736041,0.183381089,0
0.458333333,0.417721519,0.110619469,0.244928401,0.218513854,0.296954315,0.140401146,0
0.46875,0.443037975,0.10619469,0.272076372,0.276448363,0.255076142,0.176217765,0
0.46875,0.405063291,0.14159292,0.229116945,0.238664987,0.234771574,0.303724928,0
0.489583333,0.455696203,0.101769912,0.227625298,0.217254408,0.205583756,0.166189112,0
0.489583333,0.518987342,0.119469027,0.324582339,0.34256927,0.291878173,0.203438395,0
0.5,0.443037975,0.110619469,0.233591885,0.221662469,0.196700508,0.176217765,0
0.5,0.518987342,0.092920354,0.311455847,0.27581864,0.28680203,0.233524355,0
0.510416667,0.518987342,0.10619469,0.319809069,0.289042821,0.328680203,0.238538682,0
0.510416667,0.493670886,0.10619469,0.307577566,0.269521411,0.338832487,0.209169054,0
0.541666667,0.506329114,0.110619469,0.348150358,0.363350126,0.32106599,0.20487106,0
0.541666667,0.493670886,0.110619469,0.292661098,0.260075567,0.28680203,0.226361032,0
0.5625,0.556962025,0.128318584,0.456443914,0.404282116,0.38071066,0.373209169,0
0.5625,0.46835443,0.119469027,0.319212411,0.289042821,0.36928934,0.212034384,0
0.59375,0.582278481,0.119469027,0.361575179,0.397984887,0.35786802,0.266475645,0
0.604166667,0.455696203,0.10619469,0.276252983,0.259445844,0.258883249,0.208452722,0
0.604166667,0.569620253,0.110619469,0.380071599,0.411209068,0.25,0.276504298,0
0.614583333,0.556962025,0.128318584,0.418556086,0.430100756,0.371827411,0.278653295,0
0.614583333,0.582278481,0.132743363,0.409606205,0.387279597,0.412436548,0.26217765,0
0.625,0.607594937,0.123893805,0.408711217,0.457178841,0.346446701,0.256446991,0
0.65625,0.64556962,0.119469027,0.417959427,0.381612091,0.435279188,0.26217765,0
0.666666667,0.658227848,0.146017699,0.469570406,0.434508816,0.423857868,0.345272206,0
0.666666667,0.683544304,0.172566372,0.546837709,0.485516373,0.592639594,0.634670487,0
0.677083333,0.607594937,0.132743363,0.449880668,0.499370277,0.350253807,0.290830946,0
0.708333333,0.607594937,0.132743363,0.489260143,0.486146096,0.397208122,0.340974212,0
0.708333333,0.670886076,0.132743363,0.449582339,0.435138539,0.454314721,0.297994269,0
0.71875,0.670886076,0.137168142,0.533114558,0.498110831,0.484771574,0.391117479,0
0.71875,0.721518987,0.150442478,0.499701671,0.438916877,0.530456853,0.376790831,0
0.729166667,0.708860759,0.128318584,0.479713604,0.443324937,0.449238579,0.348137536,0
0.729166667,0.721518987,0.123893805,0.543556086,0.556675063,0.560913706,0.305157593,0
0.78125,0.772151899,0.159292035,0.666169451,0.60768262,0.555837563,0.533667622,0
0.375,0.265822785,0.10619469,0.308174224,0.286523929,0.318527919,0.196991404,0
0.416666667,0.329113924,0.119469027,0.441527446,0.464735516,0.401015228,0.263610315,0
0.416666667,0.379746835,0.097345133,0.211217184,0.221032746,0.182741117,0.135386819,0
0.479166667,0.430379747,0.092920354,0.262828162,0.205919395,0.277918782,0.222063037,0
0.489583333,0.405063291,0.14159292,0.47702864,0.399244332,0.51142132,0.366045845,0
0.541666667,0.506329114,0.119469027,0.553102625,0.554785894,0.598984772,0.32234957,0
0.572916667,0.544303797,0.123893805,0.402446301,0.400503778,0.401015228,0.262893983,0
0.583333333,0.582278481,0.119469027,0.412291169,0.434508816,0.426395939,0.218481375,0
0.6875,0.64556962,0.132743363,0.484188544,0.460957179,0.482233503,0.323782235,0
0.802083333,0.708860759,0.123893805,0.592183771,0.576826196,0.54822335,0.405444126,0
0.28125,0.291139241,0.092920354,0.11127685,0.109571788,0.098984772,0.077363897,0
0.333333333,0.291139241,0.084070796,0.137828162,0.102015113,0.124365482,0.126074499,0
0.364583333,0.367088608,0.088495575,0.155429594,0.136020151,0.134517766,0.133237822,0
0.375,0.341772152,0.092920354,0.152147971,0.156801008,0.106598985,0.111747851,0
0.479166667,0.417721519,0.10619469,0.259844869,0.270780856,0.225888325,0.171919771,0
0.5,0.46835443,0.119469027,0.256264916,0.220403023,0.26142132,0.197707736,0
0.5,0.455696203,0.123893805,0.247016706,0.188287154,0.21319797,0.23495702,0
0.520833333,0.518987342,0.128318584,0.372613365,0.380982368,0.327411168,0.257879656,0
0.552083333,0.544303797,0.097345133,0.261634845,0.232997481,0.197969543,0.224928367,0
0.5625,0.53164557,0.128318584,0.367840095,0.343828715,0.355329949,0.26217765,0
0.572916667,0.594936709,0.123893805,0.356205251,0.335642317,0.210659898,0.290830946,0
0.625,0.544303797,0.110619469,0.309665871,0.255667506,0.337563452,0.239255014,0
0.739583333,0.721518987,0.123893805,0.567422434,0.511335013,0.629441624,0.348137536,0
0.739583333,0.670886076,0.137168142,0.52326969,0.496221662,0.467005076,0.340974212,0
0.333333333,0.329113924,0.097345133,0.140811456,0.134760705,0.16751269,0.093839542,0
0.40625,0.341772152,0.092920354,0.247911695,0.284634761,0.173857868,0.146131805,0
0.458333333,0.430379747,0.10619469,0.261634845,0.297858942,0.243654822,0.156876791,0
0.135416667,0.151898734,0.075221239,0.056384248,0.051007557,0.049492386,0.042979943,0
0.145833333,0.113924051,0.061946903,0.042959427,0.031486146,0.043147208,0.038681948,0
0.270833333,0.215189873,0.088495575,0.116646778,0.124685139,0.120558376,0.065186246,0
0.3125,0.291139241,0.079646018,0.138424821,0.134130982,0.118020305,0.085959885,0
0.395833333,0.316455696,0.10619469,0.177804296,0.151763224,0.175126904,0.133237822,0
0.40625,0.392405063,0.115044248,0.230011933,0.221662469,0.230964467,0.154727794,0
0.427083333,0.379746835,0.10619469,0.246718377,0.267002519,0.263959391,0.150429799,0
0.46875,0.392405063,0.119469027,0.278341289,0.304785894,0.218274112,0.187679083,0
0.479166667,0.493670886,0.119469027,0.320405728,0.275188917,0.307106599,0.195558739,0
0.510416667,0.46835443,0.123893805,0.331443914,0.309193955,0.328680203,0.217048711,0
0.5625,0.481012658,0.088495575,0.257458234,0.270151134,0.220812183,0.169770774,0
0.583333333,0.569620253,0.110619469,0.392601432,0.40743073,0.446700508,0.218481375,0
0.583333333,0.569620253,0.115044248,0.369331742,0.353904282,0.362944162,0.25286533,0
0.677083333,0.64556962,0.10619469,0.470465394,0.486775819,0.340101523,0.334527221,0
0.739583333,0.594936709,0.123893805,0.494630072,0.511964736,0.473350254,0.276504298,0
0.739583333,0.721518987,0.146017699,0.694212411,0.662468514,0.644670051,0.494269341,0
0.822916667,0.772151899,0.123893805,0.690930788,0.736775819,0.563451777,0.419770774,0
0.520833333,0.493670886,0.101769912,0.346062053,0.343828715,0.360406091,0.212034384,0
0.447916667,0.392405063,0.088495575,0.237171838,0.197732997,0.19035533,0.212034384,0
0.5625,0.53164557,0.115044248,0.380966587,0.371536524,0.467005076,0.212034384,0
0.46875,0.46835443,0.10619469,0.3150358,0.301007557,0.322335025,0.226361032,0
0.447916667,0.455696203,0.101769912,0.206742243,0.172544081,0.157360406,0.176217765,0
0.385416667,0.341772152,0.101769912,0.191229117,0.140428212,0.252538071,0.133237822,0
0.333333333,0.291139241,0.079646018,0.145883055,0.124685139,0.152284264,0.126074499,0
0.302083333,0.265822785,0.101769912,0.132756563,0.128463476,0.083756345,0.095272206,0
0.364583333,0.329113924,0.10619469,0.21778043,0.16813602,0.218274112,0.183381089,0
0.583333333,0.670886076,0.128318584,0.422136038,0.38790932,0.474619289,0.247851003,0
0.427083333,0.35443038,0.097345133,0.217183771,0.243702771,0.154822335,0.118911175,0
0.427083333,0.417721519,0.101769912,0.23597852,0.225440806,0.232233503,0.190544413,0
0.552083333,0.46835443,0.119469027,0.299821002,0.27581864,0.362944162,0.212034384,0
0.364583333,0.35443038,0.101769912,0.19451074,0.169395466,0.203045685,0.154727794,0
0.458333333,0.417721519,0.10619469,0.297136038,0.316120907,0.270304569,0.20487106,0
0.5,0.481012658,0.110619469,0.301312649,0.307304786,0.279187817,0.197707736,0
0.125,0.113924051,0.061946903,0.034009547,0.028967254,0.045685279,0.018624642,0
0.291666667,0.329113924,0.092920354,0.134844869,0.100125945,0.152284264,0.097421203,0
0.34375,0.329113924,0.101769912,0.163484487,0.164987406,0.128172589,0.111747851,0
0.364583333,0.367088608,0.097345133,0.180190931,0.154282116,0.208121827,0.11747851,0
0.802083333,0.772151899,0.132743363,0.590990453,0.427581864,0.652284264,0.477077364,0
0.145833333,0.012658228,0.07079646,0.011634845,0.010075567,0.02284264,0.007163324,0
0.385416667,0.329113924,0.07079646,0.198687351,0.141687657,0.223350254,0.14756447,0
0.239583333,0.202531646,0.07079646,0.087708831,0.077455919,0.124365482,0.061604585,0
0.447916667,0.405063291,0.159292035,0.215393795,0.152392947,0.26142132,0.154727794,0
0.208333333,0.164556962,0.079646018,0.067124105,0.057304786,0.062182741,0.054441261,0
0.34375,0.291139241,0.088495575,0.123210024,0.105163728,0.152284264,0.083094556,0
0.4375,0.455696203,0.097345133,0.250596659,0.224811083,0.252538071,0.176934097,0
0.4375,0.392405063,0.119469027,0.326073986,0.286523929,0.33248731,0.212034384,0
0.447916667,0.443037975,0.097345133,0.283711217,0.275188917,0.257614213,0.194842407,0
0.447916667,0.455696203,0.10619469,0.311157518,0.308564232,0.335025381,0.154727794,0
0.510416667,0.518987342,0.115044248,0.412589499,0.426322418,0.371827411,0.263610315,0
0.71875,0.772151899,0.137168142,0.747016706,0.74559194,0.685279188,0.462750716,0
0.40625,0.392405063,0.10619469,0.23150358,0.212846348,0.236040609,0.151146132,0
0.458333333,0.405063291,0.092920354,0.23150358,0.213476071,0.248730964,0.133237822,0
0.5625,0.582278481,0.110619469,0.436754177,0.468513854,0.398477157,0.240687679,0
0.572916667,0.53164557,0.132743363,0.482696897,0.471032746,0.543147208,0.269340974,0
0.614583333,0.582278481,0.110619469,0.527446301,0.649874055,0.36928934,0.269340974,0
0.65625,0.607594937,0.123893805,0.464498807,0.452141058,0.46319797,0.290114613,0
0.677083333,0.632911392,0.128318584,0.482100239,0.476700252,0.426395939,0.308739255,0
0.6875,0.64556962,0.14159292,0.491945107,0.470403023,0.527918782,0.295845272,0
0.71875,0.670886076,0.128318584,0.508651551,0.462216625,0.535532995,0.316618911,0
0.71875,0.670886076,0.132743363,0.689140811,0.719143577,0.661167513,0.376790831,0
0.739583333,0.721518987,0.132743363,0.638126492,0.670654912,0.661167513,0.339541547,0
0.75,0.696202532,0.137168142,0.668257757,0.600755668,0.777918782,0.37965616,0
0.770833333,0.746835443,0.154867257,0.613066826,0.525188917,0.515228426,0.476361032,0
0.78125,0.721518987,0.146017699,0.719570406,0.721032746,0.653553299,0.462750716,0
0.90625,0.873417722,0.163716814,0.972553699,0.93324937,0.944162437,0.580945559,0
0.333333333,0.303797468,0.088495575,0.169749403,0.182619647,0.16751269,0.097421203,0
0.479166667,0.455696203,0.115044248,0.2825179,0.29534005,0.25,0.186246418,0
0.489583333,0.455696203,0.110619469,0.277147971,0.311712846,0.257614213,0.14756447,0
0.489583333,0.46835443,0.097345133,0.282816229,0.329974811,0.220812183,0.176217765,0
0.53125,0.506329114,0.137168142,0.274164678,0.270780856,0.241116751,0.200573066,0
0.53125,0.481012658,0.132743363,0.325178998,0.350125945,0.267766497,0.208452722,0
0.614583333,0.569620253,0.115044248,0.331742243,0.330604534,0.331218274,0.212750716,0
0.614583333,0.620253165,0.119469027,0.455548926,0.506926952,0.472081218,0.226361032,0
0.625,0.582278481,0.115044248,0.338902148,0.317380353,0.303299492,0.262893983,0
0.666666667,0.721518987,0.132743363,0.487470167,0.493702771,0.449238579,0.316618911,0
0.677083333,0.658227848,0.115044248,0.460620525,0.476700252,0.403553299,0.283667622,0
0.6875,0.607594937,0.123893805,0.367243437,0.348866499,0.293147208,0.282951289,0
0.697916667,0.696202532,0.132743363,0.465990453,0.480478589,0.381979695,0.318051576,0
0.697916667,0.670886076,0.14159292,0.555787589,0.520780856,0.629441624,0.328796562,0
