@relation abalone9_18

@attribute Length numeric
@attribute Diameter numeric
@attribute Height numeric
@attribute Whole_weight numeric
@attribute Shucked_weight numeric
@attribute Viscera_weight numeric
@attribute Shell_weight numeric
@attribute Class {1,0}

@data
0.150538,0.131579,0.288889,0.030591,0.028571,0.017595,0.023834,0
0.526882,0.578947,0.466667,0.336506,0.196273,0.286413,0.259067,1
0.516129,0.473684,0.555556,0.242692,0.168116,0.340176,0.124352,0
0.139785,0.171053,0.355556,0.033084,0.017391,0.040078,0.031088,0
0.376344,0.355263,0.533333,0.153184,0.101035,0.251222,0.082902,0
0.505376,0.486842,0.511111,0.204623,0.12588,0.196481,0.149741,0
0.483871,0.486842,0.644444,0.235667,0.167288,0.338221,0.127979,0
0.408602,0.434211,0.733333,0.174938,0.120911,0.193548,0.126943,0
0.344086,0.342105,0.422222,0.122366,0.09234,0.13001,0.084974,0
0.311828,0.328947,0.511111,0.14344,0.088199,0.125122,0.119171,0
0.344086,0.421053,0.444444,0.170859,0.163975,0.106549,0.110363,0
0.419355,0.421053,0.488889,0.19148,0.151967,0.173998,0.136788,0
0.44086,0.394737,0.4,0.169499,0.142443,0.13001,0.11658,0
0.462366,0.539474,0.488889,0.2862,0.240166,0.194526,0.180311,0
0.473118,0.513158,0.488889,0.214593,0.185921,0.191593,0.13057,0
0.55914,0.526316,0.488889,0.347609,0.361077,0.316716,0.167876,0
0.591398,0.605263,0.577778,0.382733,0.375155,0.270772,0.205699,0
0.623656,0.657895,0.6,0.375255,0.284886,0.363636,0.243005,0
0.634409,0.684211,0.555556,0.377974,0.328364,0.297165,0.23886,0
0.666667,0.710526,0.666667,0.431906,0.338716,0.419355,0.279275,0
0.698925,0.657895,0.644444,0.443916,0.310973,0.531769,0.295337,0
0.72043,0.802632,0.6,0.531158,0.413665,0.59042,0.290155,0
0.731183,0.776316,0.666667,0.536143,0.488613,0.439883,0.284974,0
0.763441,0.802632,0.688889,0.558124,0.474948,0.538612,0.362694,0
0.763441,0.736842,0.666667,0.530478,0.515528,0.451613,0.239896,0
0.806452,0.828947,0.666667,0.582597,0.447619,0.511241,0.378238,0
0.849462,0.842105,0.622222,0.613868,0.482402,0.608016,0.393782,0
0.419355,0.434211,0.488889,0.187174,0.14617,0.179863,0.11399,0
0.483871,0.486842,0.511111,0.249264,0.224431,0.217986,0.143523,0
0.483871,0.539474,0.488889,0.234761,0.201656,0.202346,0.119171,0
0.580645,0.631579,0.622222,0.392703,0.412836,0.290323,0.184456,0
0.580645,0.592105,0.555556,0.311126,0.267081,0.257087,0.243523,0
0.602151,0.657895,0.644444,0.382053,0.33706,0.347019,0.242487,0
0.634409,0.710526,0.644444,0.448674,0.372671,0.478983,0.259067,0
0.634409,0.671053,0.644444,0.443689,0.407867,0.374389,0.21658,0
0.645161,0.75,0.511111,0.457512,0.447619,0.443793,0.204145,0
0.677419,0.710526,0.666667,0.493542,0.476605,0.418377,0.242487,0
0.677419,0.671053,0.555556,0.399048,0.347826,0.351906,0.219171,0
0.677419,0.657895,0.6,0.41695,0.391304,0.373412,0.238342,0
0.698925,0.75,0.6,0.457965,0.398344,0.459433,0.264249,0
0.698925,0.710526,0.622222,0.469975,0.436025,0.422287,0.243523,0
0.741935,0.776316,0.666667,0.527532,0.436853,0.535679,0.284974,0
0.741935,0.736842,0.822222,0.569227,0.446377,0.532747,0.374093,0
0.795699,0.763158,0.644444,0.534784,0.434369,0.552297,0.34456,0
0.806452,0.671053,0.644444,0.620893,0.533333,0.589443,0.147668,0
0.817204,0.868421,0.777778,0.664627,0.49441,0.522972,0.494819,0
0.473118,0.447368,0.466667,0.18944,0.140373,0.16911,0.134715,0
0.494624,0.513158,0.488889,0.196465,0.178882,0.175953,0.11658,0
0.516129,0.513158,0.577778,0.295717,0.254244,0.30303,0.150259,0
0.526882,0.513158,0.555556,0.216179,0.17971,0.193548,0.148705,0
0.526882,0.526316,0.466667,0.2862,0.273292,0.246334,0.166839,0
0.548387,0.486842,0.488889,0.215273,0.177226,0.233627,0.133679,0
0.569892,0.539474,0.466667,0.303195,0.321739,0.217009,0.15544,0
0.569892,0.552632,0.555556,0.315432,0.344513,0.190616,0.184456,0
0.602151,0.592105,0.577778,0.351462,0.346584,0.289345,0.201036,0
0.612903,0.657895,0.6,0.378654,0.340373,0.410557,0.196891,0
0.612903,0.644737,0.711111,0.401314,0.332505,0.406647,0.232642,0
0.623656,0.671053,0.6,0.414004,0.410766,0.340176,0.217617,0
0.634409,0.605263,0.555556,0.326988,0.29441,0.315738,0.188601,0
0.634409,0.697368,0.666667,0.337639,0.322567,0.327468,0.205181,0
0.634409,0.657895,0.533333,0.354861,0.313872,0.327468,0.227979,0
0.634409,0.631579,0.688889,0.407206,0.416977,0.367546,0.194819,0
0.634409,0.631579,0.577778,0.327668,0.306004,0.322581,0.186528,0
0.645161,0.657895,0.8,0.786313,0.744928,0.775171,0.415544,0
0.645161,0.631579,0.533333,0.312712,0.274948,0.316716,0.186528,0
0.645161,0.644737,0.555556,0.37956,0.364803,0.297165,0.220725,0
0.645161,0.644737,0.622222,0.365284,0.281159,0.423265,0.233161,0
0.655914,0.671053,0.577778,0.366871,0.358178,0.29912,0.202073,0
0.688172,0.710526,0.644444,0.409019,0.363975,0.430108,0.224352,0
0.698925,0.697368,0.666667,0.477453,0.468323,0.387097,0.26114,0
0.698925,0.710526,0.555556,0.450261,0.421946,0.44477,0.242487,0
0.698925,0.710526,0.666667,0.422388,0.320911,0.371457,0.328497,0
0.709677,0.736842,0.577778,0.546794,0.610766,0.383187,0.25544,0
0.709677,0.697368,0.666667,0.420576,0.374741,0.415445,0.235233,0
0.72043,0.684211,0.6,0.362112,0.344513,0.29912,0.208808,0
0.72043,0.710526,0.622222,0.409245,0.332505,0.431085,0.253886,0
0.741935,0.736842,0.711111,0.566735,0.569772,0.473118,0.302591,0
0.763441,0.763158,0,0.467936,0.385921,0.544477,0.257513,0
0.795699,0.776316,0.777778,0.607297,0.493582,0.605083,0.398446,0
0.827957,0.776316,0.688889,0.531838,0.462112,0.511241,0.331088,0
0.83871,0.789474,0.844444,0.562203,0.465424,0.533724,0.324352,0
0.88172,0.881579,0.622222,0.602765,0.479089,0.549365,0.362694,0
0.88172,0.855263,0.688889,0.647859,0.62029,0.623656,0.341451,0
0.903226,0.947368,0.733333,0.737367,0.70352,0.59824,0.420725,0
0.903226,0.842105,0.777778,0.690007,0.669979,0.542522,0.372539,0
0.913978,0.907895,0.688889,0.496261,0.491925,0.403715,0.270466,0
0.225806,0.223684,0.333333,0.062316,0.054244,0.058651,0.035751,0
0.344086,0.355263,0.466667,0.142307,0.137474,0.104594,0.082902,0
0.365591,0.328947,0.4,0.146839,0.134576,0.116325,0.082902,0
0.387097,0.381579,0.4,0.111715,0.092754,0.092864,0.076684,0
0.430108,0.434211,0.488889,0.19012,0.164389,0.139785,0.129534,0
0.473118,0.460526,0.533333,0.213007,0.206211,0.14565,0.120725,0
0.473118,0.565789,0.533333,0.250397,0.212422,0.218964,0.172539,0
0.473118,0.447368,0.577778,0.206436,0.160248,0.211144,0.150259,0
0.473118,0.539474,0.555556,0.243598,0.176398,0.26002,0.161658,0
0.473118,0.5,0.555556,0.22547,0.204555,0.177908,0.160622,0
0.505376,0.513158,0.533333,0.259461,0.227329,0.187683,0.139896,0
0.516129,0.5,0.488889,0.244278,0.21118,0.198436,0.155959,0
0.526882,0.513158,0.488889,0.259461,0.267909,0.213099,0.128497,0
0.526882,0.565789,0.622222,0.325402,0.31677,0.218964,0.170466,0
0.537634,0.552632,0.511111,0.258328,0.285714,0.159335,0.131606,0
0.537634,0.552632,0.422222,0.204169,0.171429,0.183773,0.154404,0
0.537634,0.578947,0.511111,0.291638,0.309317,0.177908,0.176166,0
0.548387,0.513158,0.533333,0.216859,0.20207,0.178886,0.118135,0
0.548387,0.539474,0.511111,0.267618,0.239752,0.223851,0.173575,0
0.548387,0.605263,0.6,0.268751,0.250104,0.224829,0.159585,0
0.55914,0.565789,0.555556,0.273057,0.227743,0.224829,0.195855,0
0.569892,0.631579,0.6,0.306368,0.255072,0.260997,0.173057,0
0.580645,0.526316,0.488889,0.23884,0.207867,0.210166,0.165803,0
0.580645,0.592105,0.6,0.340131,0.304348,0.314761,0.215544,0
0.580645,0.578947,0.533333,0.27487,0.237681,0.244379,0.181347,0
0.591398,0.618421,0.555556,0.338319,0.299379,0.247312,0.222798,0
0.591398,0.592105,0.555556,0.291185,0.24472,0.264907,0.196891,0
0.591398,0.578947,0.577778,0.302062,0.250932,0.28739,0.19171,0
0.602151,0.578947,0.533333,0.315658,0.269979,0.304008,0.203109,0
0.602151,0.578947,0.577778,0.255608,0.218634,0.197458,0.182902,0
0.602151,0.657895,0.577778,0.385225,0.415321,0.258065,0.202073,0
0.623656,0.671053,0.533333,0.387718,0.291097,0.435973,0.233679,0
0.623656,0.605263,0.488889,0.350102,0.279503,0.301075,0.243523,0
0.634409,0.723684,0.666667,0.432359,0.385507,0.351906,0.275648,0
0.655914,0.684211,0.622222,0.35826,0.339545,0.326491,0.202073,0
0.666667,0.631579,0.533333,0.293451,0.233954,0.28348,0.196891,0
0.666667,0.697368,0.733333,0.481758,0.457971,0.386119,0.279793,0
0.698925,0.710526,0.711111,0.431453,0.345756,0.371457,0.305699,0
0.709677,0.684211,0.6,0.379107,0.334576,0.27957,0.254922,0
0.72043,0.723684,0.711111,0.450487,0.331677,0.56696,0.26943,0
0.741935,0.657895,0.688889,0.434172,0.372671,0.400782,0.284974,0
0.741935,0.815789,0.644444,0.516655,0.435611,0.579668,0.291192,0
0.752688,0.736842,0.688889,0.542262,0.454658,0.616813,0.316062,0
0.763441,0.776316,0.666667,0.605257,0.54617,0.459433,0.362694,0
0.763441,0.763158,0.711111,0.492635,0.547826,0.475073,0.293264,0
0.795699,0.802632,0.777778,0.642647,0.554865,0.672532,0.34715,0
0.870968,0.894737,0.844444,0.756175,0.636853,0.755621,0.436269,0
1,0.960526,0.888889,0.963517,0.920083,0.814272,0.536788,0
0.290323,0.289474,0.444444,0.120326,0.129193,0.069404,0.065285,0
0.344086,0.421053,0.422222,0.146159,0.138716,0.116325,0.076166,0
0.408602,0.368421,0.555556,0.152957,0.151967,0.158358,0.078756,0
0.483871,0.473684,0.4,0.194199,0.160248,0.185728,0.119689,0
0.483871,0.460526,0.533333,0.254475,0.261284,0.248289,0.125389,0
0.537634,0.592105,0.511111,0.263086,0.248861,0.218964,0.154404,0
0.569892,0.539474,0.555556,0.279402,0.257557,0.289345,0.168912,0
0.580645,0.578947,0.644444,0.303195,0.246377,0.340176,0.181347,0
0.602151,0.605263,0.6,0.338772,0.356108,0.301075,0.148705,0
0.634409,0.684211,0.6,0.433265,0.455072,0.346041,0.205181,0
0.645161,0.671053,0.711111,0.471788,0.500621,0.373412,0.27513,0
0.645161,0.605263,0.555556,0.375708,0.355694,0.365591,0.175648,0
0.666667,0.684211,0.6,0.465443,0.469979,0.40958,0.219171,0
0.677419,0.657895,0.644444,0.415137,0.336646,0.461388,0.256995,0
0.688172,0.684211,0.822222,0.514389,0.492754,0.330401,0.328497,0
0.698925,0.736842,0.644444,0.488103,0.30766,0.504399,0.352332,0
0.698925,0.815789,0.688889,0.527985,0.459213,0.518084,0.302073,0
0.731183,0.723684,0.666667,0.429866,0.361077,0.40176,0.281865,0
0.752688,0.697368,0.577778,0.442556,0.392961,0.450635,0.24456,0
0.752688,0.657895,0.6,0.456605,0.360663,0.478983,0.274611,0
0.774194,0.815789,0.844444,0.638794,0.511801,0.596285,0.375648,0
0.795699,0.776316,0.644444,0.57036,0.543685,0.536657,0.289637,0
0.397849,0.434211,0.466667,0.141627,0.118012,0.101662,0.110881,0
0.430108,0.434211,0.488889,0.158622,0.110559,0.144673,0.139896,0
0.473118,0.447368,0.555556,0.197145,0.159006,0.206256,0.133679,0
0.505376,0.407895,0.488889,0.157942,0.112629,0.186706,0.101554,0
0.516129,0.539474,0.577778,0.236574,0.207867,0.254154,0.129534,0
0.526882,0.486842,0.466667,0.244731,0.22029,0.229717,0.143005,0
0.526882,0.513158,0.622222,0.264219,0.195859,0.256109,0.19171,0
0.537634,0.513158,0.577778,0.195332,0.122567,0.197458,0.160622,0
0.55914,0.592105,0.688889,0.322683,0.270807,0.297165,0.207254,0
0.55914,0.578947,0.555556,0.280082,0.227329,0.215054,0.217617,0
0.55914,0.592105,0.555556,0.315205,0.288199,0.27957,0.196373,0
0.55914,0.565789,0.555556,0.228189,0.169772,0.172043,0.202073,0
0.569892,0.513158,0.511111,0.254702,0.234369,0.226784,0.145078,0
0.580645,0.578947,0.6,0.233401,0.185093,0.205279,0.18342,0
0.591398,0.5,0.511111,0.196918,0.14617,0.185728,0.134715,0
0.612903,0.565789,0.622222,0.280535,0.219048,0.305963,0.197927,0
0.612903,0.618421,0.6,0.33492,0.322567,0.233627,0.238342,0
0.612903,0.618421,0.488889,0.307274,0.260041,0.29912,0.181347,0
0.623656,0.644737,0.555556,0.304102,0.24265,0.231672,0.212435,0
0.623656,0.605263,0.688889,0.328121,0.293582,0.266862,0.217617,0
0.623656,0.631579,0.622222,0.336732,0.269151,0.27566,0.248705,0
0.634409,0.644737,0.488889,0.297303,0.23354,0.309873,0.202073,0
0.634409,0.631579,0.688889,0.307047,0.250104,0.228739,0.217617,0
0.634409,0.631579,0.644444,0.324043,0.293996,0.329423,0.206218,0
0.645161,0.631579,0.488889,0.265352,0.213251,0.217009,0.202073,0
0.688172,0.710526,0.6,0.455926,0.438509,0.325513,0.274611,0
0.688172,0.723684,0.666667,0.359166,0.304762,0.326491,0.240933,0
0.688172,0.697368,0.666667,0.423748,0.37971,0.41349,0.243523,0
0.698925,0.657895,0.577778,0.386812,0.349896,0.289345,0.243523,0
0.698925,0.697368,0.577778,0.307501,0.27619,0.385142,0.186528,0
0.698925,0.697368,0.622222,0.385225,0.287785,0.380254,0.305181,0
0.709677,0.697368,0.644444,0.406979,0.334161,0.400782,0.263731,0
0.709677,0.684211,0.488889,0.361885,0.323395,0.313783,0.227979,0
0.709677,0.697368,0.688889,0.450714,0.395031,0.412512,0.279793,0
0.72043,0.710526,0.711111,0.498527,0.462112,0.45259,0.280829,0
0.731183,0.697368,0.555556,0.331974,0.260041,0.255132,0.264249,0
0.731183,0.723684,0.711111,0.415364,0.346584,0.377322,0.26943,0
0.741935,0.776316,0.688889,0.44165,0.346998,0.372434,0.325389,0
0.741935,0.736842,0.6,0.41695,0.325052,0.502444,0.246632,0
0.752688,0.789474,0.688889,0.438477,0.344513,0.462366,0.26943,0
0.763441,0.75,0.688889,0.515522,0.408282,0.463343,0.352332,0
0.784946,0.802632,0.777778,0.612055,0.463354,0.616813,0.455959,0
0.784946,0.802632,0.644444,0.546567,0.514286,0.546432,0.287047,0
0.784946,0.802632,0.644444,0.506458,0.443892,0.481916,0.284974,0
0.784946,0.736842,0.6,0.497394,0.433954,0.477028,0.300518,0
0.795699,0.763158,0.622222,0.549739,0.471636,0.56696,0.305699,0
0.795699,0.802632,0.644444,0.570814,0.491097,0.510264,0.338342,0
0.806452,0.802632,0.6,0.416497,0.35942,0.378299,0.274611,0
0.817204,0.776316,0.666667,0.541808,0.5147,0.468231,0.311917,0
0.827957,0.776316,0.711111,0.531838,0.465424,0.556207,0.284974,0
0.44086,0.434211,0.622222,0.382506,0.309317,0.422287,0.203627,0
0.44086,0.368421,0.644444,0.337639,0.217805,0.304008,0.289119,0
0.473118,0.434211,0.6,0.424881,0.371429,0.378299,0.265285,0
0.505376,0.381579,0.622222,0.361885,0.308903,0.329423,0.241451,0
0.569892,0.473684,0.6,0.450714,0.411594,0.420332,0.253368,0
0.623656,0.657895,0.711111,0.406073,0.360248,0.361681,0.259067,0
0.688172,0.684211,0.666667,0.414231,0.374327,0.373412,0.218653,0
0.698925,0.710526,0.711111,0.511443,0.424017,0.539589,0.31399,0
0.741935,0.763158,0.711111,0.512123,0.443892,0.501466,0.288601,0
0.784946,0.776316,0.644444,0.569907,0.518841,0.579668,0.284974,0
0.806452,0.828947,0.822222,0.645139,0.552795,0.556207,0.441451,0
0.870968,0.868421,0.711111,0.661908,0.556522,0.680352,0.395337,0
0.946237,0.907895,0.8,0.883299,0.849689,0.776149,0.478238,0
0.419355,0.355263,0.4,0.149332,0.130435,0.098729,0.110363,0
0.44086,0.434211,0.444444,0.150918,0.118427,0.130987,0.11399,0
0.473118,0.460526,0.422222,0.197825,0.194203,0.14956,0.11399,0
0.516129,0.552632,0.555556,0.232722,0.217391,0.203324,0.132642,0
0.516129,0.5,0.488889,0.206889,0.164803,0.227761,0.129534,0
0.526882,0.552632,0.466667,0.213913,0.194617,0.176931,0.134197,0
0.526882,0.513158,0.577778,0.220032,0.167702,0.253177,0.139896,0
0.537634,0.592105,0.644444,0.27215,0.228157,0.191593,0.207254,0
0.537634,0.5,0.511111,0.204396,0.166874,0.167155,0.148187,0
0.537634,0.526316,0.466667,0.230229,0.187164,0.231672,0.15285,0
0.548387,0.657895,0.555556,0.397689,0.401242,0.28739,0.211399,0
0.55914,0.578947,0.644444,0.372309,0.266667,0.334311,0.264249,0
0.55914,0.5,0.533333,0.240879,0.186335,0.245357,0.157513,0
0.569892,0.592105,0.555556,0.255155,0.178882,0.217009,0.217617,0
0.591398,0.644737,0.711111,0.278269,0.214079,0.285435,0.186528,0
0.591398,0.657895,0.533333,0.323136,0.278675,0.276637,0.202073,0
0.602151,0.631579,0.666667,0.32087,0.248447,0.292278,0.247668,0
0.612903,0.605263,0.577778,0.326535,0.291511,0.251222,0.222798,0
0.612903,0.644737,0.644444,0.349422,0.306004,0.323558,0.213472,0
0.623656,0.618421,0.711111,0.370496,0.277433,0.389052,0.251813,0
0.623656,0.618421,0.466667,0.307727,0.278675,0.240469,0.201036,0
0.634409,0.644737,0.511111,0.299569,0.225673,0.319648,0.193264,0
0.634409,0.644737,0.622222,0.386358,0.372257,0.361681,0.202073,0
0.634409,0.684211,0.711111,0.441876,0.354451,0.337243,0.321244,0
0.634409,0.592105,0.622222,0.304328,0.250932,0.318671,0.186528,0
0.634409,0.710526,0.577778,0.3322,0.265839,0.280547,0.237306,0
0.645161,0.644737,0.8,0.318378,0.29648,0.280547,0.19171,0
0.645161,0.618421,0.644444,0.319737,0.240994,0.334311,0.216062,0
0.698925,0.657895,0.577778,0.334466,0.238923,0.330401,0.26943,0
0.72043,0.697368,0.6,0.436664,0.374327,0.495601,0.236788,0
0.731183,0.75,0.6,0.485384,0.343685,0.532747,0.326425,0
0.731183,0.697368,0.6,0.53705,0.448447,0.803519,0.295337,0
0.741935,0.815789,0.688889,0.54702,0.436439,0.529814,0.332642,0
0.752688,0.75,0.622222,0.511443,0.484058,0.423265,0.258031,0
0.774194,0.75,0.622222,0.455246,0.35735,0.468231,0.310881,0
0.806452,0.828947,0.688889,0.462497,0.401242,0.378299,0.319171,0
0.16129,0.171053,0.4,0.066621,0.080331,0.044966,0.034715,0
0.483871,0.486842,0.466667,0.239746,0.236853,0.213099,0.131606,0
0.494624,0.657895,0.533333,0.254475,0.200414,0.243402,0.16943,0
0.505376,0.513158,0.555556,0.230909,0.200828,0.225806,0.132642,0
0.526882,0.539474,0.511111,0.255382,0.246791,0.234604,0.141451,0
0.537634,0.592105,0.6,0.279628,0.23147,0.304985,0.161658,0
0.537634,0.526316,0.511111,0.231815,0.180538,0.248289,0.150259,0
0.602151,0.539474,0.644444,0.316111,0.245549,0.302053,0.220725,0
0.612903,0.631579,0.577778,0.363245,0.322153,0.356794,0.215026,0
0.645161,0.671053,0.644444,0.425561,0.387164,0.471163,0.23057,0
0.817204,0.815789,0.8,0.653297,0.5706,0.632454,0.358549,0
0.344086,0.263158,0.444444,0.115568,0.09648,0.120235,0.072539,0
0.397849,0.394737,0.333333,0.139814,0.128364,0.086999,0.090674,0
0.473118,0.486842,0.533333,0.297983,0.261284,0.250244,0.205699,0
0.55914,0.565789,0.511111,0.283934,0.267081,0.269795,0.149741,0
0.569892,0.592105,0.644444,0.326309,0.289027,0.304985,0.197927,0
0.580645,0.539474,0.511111,0.338319,0.331263,0.355816,0.179275,0
0.612903,0.618421,0.533333,0.319964,0.287785,0.281525,0.205181,0
0.677419,0.684211,0.6,0.360299,0.321325,0.28739,0.230052,0
0.731183,0.75,0.644444,0.422388,0.3706,0.419355,0.240933,0
0.784946,0.763158,0.6,0.491956,0.461698,0.377322,0.309845,0
0.27957,0.276316,0.422222,0.086562,0.06501,0.102639,0.056995,0
0.204301,0.223684,0.377778,0.068887,0.059627,0.052786,0.046632,0
0.376344,0.394737,0.288889,0.148652,0.141615,0.136852,0.088083,0
0.376344,0.434211,0.488889,0.140041,0.128778,0.189638,0.108808,0
0.419355,0.407895,0.422222,0.150238,0.108903,0.130987,0.108808,0
0.655914,0.657895,0.555556,0.383413,0.344928,0.304008,0.264249,0
0.344086,0.381579,0.422222,0.151598,0.12795,0.115347,0.093264,0
0.602151,0.578947,0.488889,0.366191,0.261284,0.358749,0.305699,0
